ClassPriors	47.0,33.0,0.5875,0.4125	ham	0.5875
ClassPriors	47.0,33.0,0.5875,0.4125	ham	0.5875
ClassPriors	47.0,33.0,0.5875,0.4125	ham	0.5875
a	168.0,274.0,0.010466340496686691,0.015250665483584738	spam	0.015250665483584738
ab	4.0,0,0.00030965504428067135,5.5456965394853596e-05	ham	0.00030965504428067135
able	3.0,8.0,0.00024772403542453706,0.0004991126885536823	spam	0.0004991126885536823
abn	0,1,6.193100885613426e-05,0.00011091393078970719	spam	0.00011091393078970719
about	8.0,36.0,0.0005573790797052084,0.002051907719609583	spam	0.002051907719609583
above	2.0,5.0,0.0001857930265684028,0.00033274179236912155	spam	0.00033274179236912155
absent	1,0,0.00012386201771226853,5.5456965394853596e-05	ham	0.00012386201771226853
absenteeism	0,1,6.193100885613426e-05,0.00011091393078970719	spam	0.00011091393078970719
absolute	0,1,6.193100885613426e-05,0.00011091393078970719	spam	0.00011091393078970719
absolutely	0,1,6.193100885613426e-05,0.00011091393078970719	spam	0.00011091393078970719
absorb	0,1,6.193100885613426e-05,0.00011091393078970719	spam	0.00011091393078970719
abuse	0,1,6.193100885613426e-05,0.00011091393078970719	spam	0.00011091393078970719
abused	0,1,6.193100885613426e-05,0.00011091393078970719	spam	0.00011091393078970719
acce	0,1,6.193100885613426e-05,0.00011091393078970719	spam	0.00011091393078970719
accelerate	0,1,6.193100885613426e-05,0.00011091393078970719	spam	0.00011091393078970719
accelerated	0,1,6.193100885613426e-05,0.00011091393078970719	spam	0.00011091393078970719
accept	0,3.0,6.193100885613426e-05,0.00022182786157941438	spam	0.00022182786157941438
acceptable	0,1,6.193100885613426e-05,0.00011091393078970719	spam	0.00011091393078970719
accepted	0,1,6.193100885613426e-05,0.00011091393078970719	spam	0.00011091393078970719
accepting	0,2.0,6.193100885613426e-05,0.00016637089618456077	spam	0.00016637089618456077
accepts	1,0,0.00012386201771226853,5.5456965394853596e-05	ham	0.00012386201771226853
access	2.0,9.0,0.0001857930265684028,0.0005545696539485359	spam	0.0005545696539485359
accomodate	4.0,0,0.00030965504428067135,5.5456965394853596e-05	ham	0.00030965504428067135
accomodates	1,0,0.00012386201771226853,5.5456965394853596e-05	ham	0.00012386201771226853
accompanied	1,0,0.00012386201771226853,5.5456965394853596e-05	ham	0.00012386201771226853
according	1,1.0,0.00012386201771226853,0.00011091393078970719	ham	0.00012386201771226853
